S;BKE022508SES00000003;BKE022508INV00000006;217000;BKE02;0;0;1;32BTAR12GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;218000;BKE02;92;0;1;32BTCC1GAM;BKE02;AM;UN;1571,72214;BKE2;CB2TV1205250554
S;BKE022508SES00000003;BKE022508INV00000006;219000;BKE02;10;0;1;32BTCC1GAM;BKE02;AM;UN;1571,72214;BKE2;CB2TV1705250961
S;BKE022508SES00000003;BKE022508INV00000006;220000;BKE02;177;0;1;32BTCC1GAM;BKE02;AM;UN;1571,72214;BKE2;CB2TV1905251002
S;BKE022508SES00000003;BKE022508INV00000006;221000;BKE02;106;0;1;32BTCC1GAM;BKE02;AM;UN;1571,72214;BKE2;CB2TV2005251119
S;BKE022508SES00000003;BKE022508INV00000006;222000;BKE02;140;0;1;32BTCC1GAM;BKE02;AM;UN;1571,72214;BKE2;CB2TV2105251272
S;BKE022508SES00000003;BKE022508INV00000006;223000;BKE02;164;0;1;32BTCC1GAM;BKE02;AM;UN;1571,72214;BKE2;CB2TV2205251328
S;BKE022508SES00000003;BKE022508INV00000006;224000;BKE02;157;0;1;32BTCC1GAM;BKE02;AM;UN;1571,72214;BKE2;CB2TV2305251444
S;BKE022508SES00000003;BKE022508INV00000006;225000;BKE02;181;0;1;32BTCC1GAM;BKE02;AM;UN;1571,72214;BKE2;CB2TV2405251454
S;BKE022508SES00000003;BKE022508INV00000006;226000;BKE02;70;0;1;32BTCC1GAM;BKE02;AM;UN;1571,72214;BKE2;CB2TV2605251566
S;BKE022508SES00000003;BKE022508INV00000006;227000;BKE02;0;0;1;32BTCC2CUNETGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;228000;BKE02;0;0;1;32BTCC2GAM;;A;UN;1537;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;229000;BKE02;0;0;1;32BTCC2SGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;230000;BKE02;0;0;1;32BTCC2SPGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;231000;BKE02;0;0;1;32BTCS1GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;232000;BKE02;0;0;1;32BTCS21MGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;233000;BKE02;0;0;1;32BTCS2A530GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;234000;BKE02;0;0;1;32BTCS2DIFFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;235000;BKE02;652;0;1;32BTCS2GAM;BKE02;AM;UN;842;BKE2;LOT311223
S;BKE022508SES00000003;BKE022508INV00000006;236000;BKE02;0;0;1;32BTCS3GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;237000;BKE02;0;0;1;32BTDIR030GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;238000;BKE02;0;0;1;32BTDIR060GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;239000;BKE02;0;0;1;32BTGST1AGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;240000;BKE02;0;0;1;32BTGST1GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;241000;BKE02;0;0;1;32BTGST2ARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;242000;BKE02;0;0;1;32BTGST2ARMLGAM;;A;UN;10976;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;243000;BKE02;0;0;1;32BTGST2DIFFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;244000;BKE02;0;0;1;32BTGST2GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;245000;BKE02;0;0;1;32BTGST3AGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;246000;BKE02;0;0;1;32BTH1GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;247000;BKE02;0;0;1;32BTH1SGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;248000;BKE02;0;0;1;32BTI2GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;249000;BKE02;0;0;1;32BTP1A650GAM;;A;UN;622,152;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;250000;BKE02;15;0;1;32BTP1GAM;BKE02;AM;UN;453,04144;BKE2;CB2TV1705250963
S;BKE022508SES00000003;BKE022508INV00000006;251000;BKE02;0;0;1;32BTP1L100GAM;;A;UN;742,6904;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;252000;BKE02;0;0;1;32BTP2A650GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;253000;BKE02;1;0;1;32BTP2GAM;BKE02;AM;UN;500,1578;BKE2;CB2TV1911241204
S;BKE022508SES00000003;BKE022508INV00000006;254000;BKE02;0;0;1;32BTP2L100GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;255000;BKE02;0;0;1;32BTP2X1MLGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;256000;BKE02;10;0;1;32BTP3GAM;BKE02;AM;UN;433;BKE2;LOT311223
S;BKE022508SES00000003;BKE022508INV00000006;257000;BKE02;0;0;1;32BTPISN5GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;258000;BKE02;0;0;1;32BTT12/6A650GAM;;A;UN;392;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;259000;BKE02;0;0;1;32BTT1CS1GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;260000;BKE02;0;0;1;32BTT1DIFF1_00GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;261000;BKE02;0;0;1;32BTT1DIFFL100GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;262000;BKE02;0;0;1;32BTT1DIFFL50GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;263000;BKE02;0;0;1;32BTT1GAM;;A;UN;392;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;264000;BKE02;0;0;1;32BTT20X25X50GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;265000;BKE02;0;0;1;32BTT2A530GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;266000;BKE02;0;0;1;32BTT2A650GAM;;A;UN;1008,8293;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;267000;BKE02;0;0;1;32BTT2CS2DIFFGAM;;A;UN;974,05;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;268000;BKE02;11;0;1;32BTT2CS2GAM;BKE02;AM;UN;1723,01963;BKE2;CB2TV2405251455
S;BKE022508SES00000003;BKE022508INV00000006;269000;BKE02;132;0;1;32BTT2CS2GAM;BKE02;AM;UN;1723,01963;BKE2;CB2TV0406250165
S;BKE022508SES00000003;BKE022508INV00000006;270000;BKE02;124;0;1;32BTT2CS2GAM;BKE02;AM;UN;1723,01963;BKE2;CB2TV0506250210
S;BKE022508SES00000003;BKE022508INV00000006;271000;BKE02;71;0;1;32BTT2CS2GAM;BKE02;AM;UN;1723,01963;BKE2;CB2TV1006250310
S;BKE022508SES00000003;BKE022508INV00000006;272000;BKE02;125;0;1;32BTT2CS2GAM;BKE02;A;UN;1723,01963;BKE2;CB2TV1106250359
S;BKE022508SES00000003;BKE022508INV00000006;273000;BKE02;129;0;1;32BTT2CS2GAM;BKE02;A;UN;1723,01963;BKE2;CB2TV1206250441
S;BKE022508SES00000003;BKE022508INV00000006;274000;BKE02;171;0;1;32BTT2CS2GAM;BKE02;A;UN;1723,01963;BKE2;CB1TV1306250495
S;BKE022508SES00000003;BKE022508INV00000006;275000;BKE02;162;0;1;32BTT2CS2GAM;BKE02;A;UN;1723,01963;BKE2;CB2TV1406250582
S;BKE022508SES00000003;BKE022508INV00000006;276000;BKE02;0;0;1;32BTT2DIFF50GAM;;A;UN;1344,87196;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;277000;BKE02;0;0;1;32BTT2DIFFGAM;;A;UN;607,2;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;278000;BKE02;96;0;1;32BTT2GAM;BKE02;AM;UN;1094,49113;BKE2;CB2TV2503251914
S;BKE022508SES00000003;BKE022508INV00000006;279000;BKE02;237;0;1;32BTT2GAM;BKE02;AM;UN;1094,49113;BKE2;CB2TV0104250183
S;BKE022508SES00000003;BKE022508INV00000006;280000;BKE02;180;0;1;32BTT2GAM;BKE02;AM;UN;1094,49113;BKE2;CB2TV0204250195
S;BKE022508SES00000003;BKE022508INV00000006;281000;BKE02;210;0;1;32BTT2GAM;BKE02;AM;UN;1094,49113;BKE2;CB2TV2603252284
S;BKE022508SES00000003;BKE022508INV00000006;282000;BKE02;214;0;1;32BTT2GAM;BKE02;AM;UN;1094,49113;BKE2;CB2TV2803252292
S;BKE022508SES00000003;BKE022508INV00000006;283000;BKE02;166;0;1;32BTT2GAM;BKE02;AM;UN;1094,49113;BKE2;CB2TV2903252299
S;BKE022508SES00000003;BKE022508INV00000006;284000;BKE02;224;0;1;32BTT2GAM;BKE02;AM;UN;1094,49113;BKE2;CB2TV0304250327
S;BKE022508SES00000003;BKE022508INV00000006;285000;BKE02;198;0;1;32BTT2GAM;BKE02;AM;UN;1094,49113;BKE2;CB2TV0404250424
S;BKE022508SES00000003;BKE022508INV00000006;286000;BKE02;0;0;1;32BTT2L100GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;287000;BKE02;0;0;1;32BTT3CS3GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;288000;BKE02;0;0;1;32BTT3GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;289000;BKE02;0;0;1;32BTT4CS4GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;290000;BKE02;327;0;1;32BTT4GAM;BKE02;AM;UN;1630;BKE2;LOT311223
S;BKE022508SES00000003;BKE022508INV00000006;291000;BKE02;0;0;1;32BTT5GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;292000;BKE02;0;0;1;32BTTROTT15X21X50GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;293000;BKE02;0;0;1;33BJ1GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;294000;BKE02;0;0;1;33BJ2GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;295000;BKE02;0;0;1;33BJ3GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;296000;BKE02;0;0;1;33BJ4GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;297000;BKE02;0;0;1;33BP5GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;298000;BKE02;0;0;1;34ILOT200NEZGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;299000;BKE02;0;0;1;34SE2MARTGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;300000;BKE02;0;0;1;34SE2MGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;301000;BKE02;0;0;1;34SE2MSCONEGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;302000;BKE02;0;0;1;34SE3MARTGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;303000;BKE02;0;0;1;34SE3MARTSCONEGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;304000;BKE02;0;0;1;34SE3MGAM;;A;UN;48946;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;305000;BKE02;0;0;1;34SE3MPLASTIQGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;306000;BKE02;0;0;1;34SE3MSCONEGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;307000;BKE02;0;0;1;34SEANCGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;308000;BKE02;0;0;1;34SEBORDURE2MGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;309000;BKE02;0;0;1;34SEMLGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;310000;BKE02;0;0;1;34SEP50X45X300GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;311000;BKE02;0;0;1;34SE_TETE3MGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;312000;BKE02;12;0;1;37CAIL040040GAM;BKE02;AM;UN;2032,22427;BKE2;CB2TV2705251719
S;BKE022508SES00000003;BKE022508INV00000006;313000;BKE02;130;0;1;37CAIL040040GAM;BKE02;AM;UN;2032,22427;BKE2;CB2TV2805251738
S;BKE022508SES00000003;BKE022508INV00000006;314000;BKE02;118;0;1;37CAIL040040GAM;BKE02;AM;UN;2032,22427;BKE2;CB2TV3005251901
S;BKE022508SES00000003;BKE022508INV00000006;315000;BKE02;0;0;1;37CAIL040040RECTGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;316000;BKE02;0;0;1;37CAIL040040SGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;317000;BKE02;123;0;1;37CAIL040040X10GAM;BKE02;AM;UN;2022,80639;BKE2;CB2TV0206250170
S;BKE022508SES00000003;BKE022508INV00000006;318000;BKE02;163;0;1;37CAIL040040X10GAM;BKE02;AM;UN;2022,80639;BKE2;CB2TV0306250172
S;BKE022508SES00000003;BKE022508INV00000006;319000;BKE02;0;0;1;37CAIL040050GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;320000;BKE02;0;0;1;37CAIL045045GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;321000;BKE02;0;0;1;37CAIL050050GAM;;A;UN;10196,24641;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;322000;BKE02;0;0;1;37CAIL050060GAM;;A;UN;775,1;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;323000;BKE02;0;0;1;37CAIL060050GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;324000;BKE02;0;0;1;37CAIL060060CLGAM;;A;UN;763,6;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;325000;BKE02;269;0;1;37CAIL060060GAM;BKE02;AM;UN;3865;BKE2;LOT311223
S;BKE022508SES00000003;BKE022508INV00000006;326000;BKE02;18;0;1;37CAIL060060GAM;BKE02;AM;UN;3865;BKE2;LOT070724
S;BKE022508SES00000003;BKE022508INV00000006;327000;BKE02;0;0;1;37CAIL060080GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;328000;BKE02;0;0;1;37CAIL080040GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;329000;BKE02;0;0;1;37CAIL0800802BFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;330000;BKE02;367;0;1;37CAIL080080GAM;BKE02;AM;UN;5357;BKE2;LOT311223
S;BKE022508SES00000003;BKE022508INV00000006;331000;BKE02;0;0;1;37CAIL080100CLGAM;;A;UN;874;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;332000;BKE02;0;0;1;37CAIL1001002BFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;333000;BKE02;0;0;1;37CAIL100100GAM;;A;UN;6168,5242;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;334000;BKE02;0;0;1;37CAIL120120GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;335000;BKE02;0;0;1;37CAIL133X33X15CLGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;336000;BKE02;0;0;1;37CAIL186X50X25CLGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;337000;BKE02;0;0;1;37CAIL56X33X10GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;338000;BKE02;0;0;1;37CAIL60X33X10GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;339000;BKE02;0;0;1;37CAIL69X50X15RECGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;340000;BKE02;0;0;1;37CAIL70X33X15GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;341000;BKE02;0;0;1;37CAIL74X33X15RGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;342000;BKE02;5;0;1;37CV040040GAM;BKE02;AM;UN;17804,49525;BKE2;CB2MA2405251451
S;BKE022508SES00000003;BKE022508INV00000006;343000;BKE02;2;0;1;37CV040040GAM;BKE02;AM;UN;17804,49525;BKE2;CB2MA2605251561
S;BKE022508SES00000003;BKE022508INV00000006;344000;BKE02;7;0;1;37CV040040GAM;BKE02;AM;UN;17804,49525;BKE2;CB2MA2705251716
S;BKE022508SES00000003;BKE022508INV00000006;345000;BKE02;7;0;1;37CV040040GAM;BKE02;AM;UN;17804,49525;BKE2;CB2MA2805251734
S;BKE022508SES00000003;BKE022508INV00000006;346000;BKE02;7;0;1;37CV040040GAM;BKE02;AM;UN;17804,49525;BKE2;CB2MA3005251903
S;BKE022508SES00000003;BKE022508INV00000006;347000;BKE02;7;0;1;37CV040040GAM;BKE02;AM;UN;17804,49525;BKE2;CB2MA3105251988
S;BKE022508SES00000003;BKE022508INV00000006;348000;BKE02;0;0;1;37CV040040MGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;349000;BKE02;0;0;1;37CV040050GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;350000;BKE02;0;0;1;37CV045045GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;351000;BKE02;0;0;1;37CV050040GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;352000;BKE02;1;0;1;37CV050050GAM;BKE02;AM;UN;26115,05444;BKE2;CB2MA0304250332
S;BKE022508SES00000003;BKE022508INV00000006;353000;BKE02;11;0;1;37CV050050GAM;BKE02;AM;UN;26115,05444;BKE2;CB2MA0404250434
S;BKE022508SES00000003;BKE022508INV00000006;354000;BKE02;11;0;1;37CV050050GAM;BKE02;AM;UN;26115,05444;BKE2;CB2MA0704251255
S;BKE022508SES00000003;BKE022508INV00000006;355000;BKE02;11;0;1;37CV050050GAM;BKE02;AM;UN;26115,05444;BKE2;CB2MA0904251268
S;BKE022508SES00000003;BKE022508INV00000006;356000;BKE02;11;0;1;37CV050050GAM;BKE02;AM;UN;26115,05444;BKE2;CB2MA1004251272
S;BKE022508SES00000003;BKE022508INV00000006;357000;BKE02;2;0;1;37CV050050GAM;BKE02;AM;UN;26115,05444;BKE2;CB2MA3004252040
S;BKE022508SES00000003;BKE022508INV00000006;358000;BKE02;8;0;1;37CV050050GAM;BKE02;AM;UN;26115,05444;BKE2;CB2MA0305250150
S;BKE022508SES00000003;BKE022508INV00000006;359000;BKE02;8;0;1;37CV050050GAM;BKE02;AM;UN;26115,05444;BKE2;CB2MA0505250220
S;BKE022508SES00000003;BKE022508INV00000006;360000;BKE02;5;0;1;37CV050050GAM;BKE02;AM;UN;26115,05444;BKE2;CB2MA0605250234
S;BKE022508SES00000003;BKE022508INV00000006;361000;BKE02;8;0;1;37CV050050GAM;BKE02;AM;UN;26115,05444;BKE2;CB2MA1005250462
S;BKE022508SES00000003;BKE022508INV00000006;362000;BKE02;3;0;1;37CV050050GAM;BKE02;AM;UN;26115,05444;BKE2;CB2MA1205250556
S;BKE022508SES00000003;BKE022508INV00000006;363000;BKE02;0;0;1;37CV050060GAM;;A;UN;34236;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;364000;BKE02;0;0;1;37CV060040GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;365000;BKE02;143;0;1;37CV060050GAM;BKE02;AM;UN;28710;BKE2;LOT311223
S;BKE022508SES00000003;BKE022508INV00000006;366000;BKE02;19;0;1;37CV060060GAM;BKE02;AM;UN;29966,81015;BKE2;CB2MA3105251990
S;BKE022508SES00000003;BKE022508INV00000006;367000;BKE02;2;0;1;37CV060060GAM;BKE02;AM;UN;29966,81015;BKE2;CB2MA0206250057
S;BKE022508SES00000003;BKE022508INV00000006;368000;BKE02;0;0;1;37CV060070GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;369000;BKE02;4;0;1;37CV060080GAM;BKE02;AM;UN;38000,01097;BKE2;CB2MA2201241169
S;BKE022508SES00000003;BKE022508INV00000006;370000;BKE02;5;0;1;37CV060080GAM;BKE02;AM;UN;38000,01097;BKE2;CB2MA2301241181
S;BKE022508SES00000003;BKE022508INV00000006;371000;BKE02;5;0;1;37CV060080GAM;BKE02;AM;UN;38000,01097;BKE2;CB2MA2401241191
S;BKE022508SES00000003;BKE022508INV00000006;372000;BKE02;5;0;1;37CV060080GAM;BKE02;AM;UN;38000,01097;BKE2;CB2MA2701241269
S;BKE022508SES00000003;BKE022508INV00000006;373000;BKE02;5;0;1;37CV060080GAM;BKE02;Q;UN;38000,01097;BKE2;CB2MA0202240278
S;BKE022508SES00000003;BKE022508INV00000006;374000;BKE02;4;0;1;37CV060080GAM;BKE02;AM;UN;38000,01097;BKE2;CB2MA2901241665
S;BKE022508SES00000003;BKE022508INV00000006;375000;BKE02;5;0;1;37CV060080GAM;BKE02;AM;UN;38000,01097;BKE2;CB2MA3001241832
S;BKE022508SES00000003;BKE022508INV00000006;376000;BKE02;5;0;1;37CV060080GAM;BKE02;AM;UN;38000,01097;BKE2;CB2MA3101241840
S;BKE022508SES00000003;BKE022508INV00000006;377000;BKE02;5;0;1;37CV060080GAM;BKE02;AM;UN;38000,01097;BKE2;CB2MA0102240269
S;BKE022508SES00000003;BKE022508INV00000006;378000;BKE02;5;0;1;37CV060080GAM;BKE02;AM;UN;38000,01097;BKE2;CB2MA0202240279
S;BKE022508SES00000003;BKE022508INV00000006;379000;BKE02;5;0;1;37CV060080GAM;BKE02;AM;UN;38000,01097;BKE2;CB2MA1806240748
S;BKE022508SES00000003;BKE022508INV00000006;380000;BKE02;0;0;1;37CV080040GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;381000;BKE02;0;0;1;37CV080050GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;382000;BKE02;1;0;1;37CV080060GAM;BKE02;RM;UN;38914,39755;BKE2;CB2MA2402252080
S;BKE022508SES00000003;BKE022508INV00000006;383000;BKE02;4;0;1;37CV080060GAM;BKE02;AM;UN;38914,39755;BKE2;CB2MA1605250824
S;BKE022508SES00000003;BKE022508INV00000006;384000;BKE02;4;0;1;37CV080060GAM;BKE02;AM;UN;38914,39755;BKE2;CB2MA1705250959
S;BKE022508SES00000003;BKE022508INV00000006;385000;BKE02;4;0;1;37CV080060GAM;BKE02;AM;UN;38914,39755;BKE2;CB2MA1905251000
S;BKE022508SES00000003;BKE022508INV00000006;386000;BKE02;4;0;1;37CV080060GAM;BKE02;AM;UN;38914,39755;BKE2;CB2MA2005251116
S;BKE022508SES00000003;BKE022508INV00000006;387000;BKE02;4;0;1;37CV080060GAM;BKE02;AM;UN;38914,39755;BKE2;CB2MA2105251268
S;BKE022508SES00000003;BKE022508INV00000006;388000;BKE02;114;0;1;37CV080070GAM;BKE02;AM;UN;34702;BKE2;LOT311223
S;BKE022508SES00000003;BKE022508INV00000006;389000;BKE02;9;0;1;37CV080080GAM;BKE02;AM;UN;51478,8259;BKE2;CB2MA2204251668
S;BKE022508SES00000003;BKE022508INV00000006;390000;BKE02;17;0;1;37CV080080GAM;BKE02;AM;UN;51478,8259;BKE2;CB2MA2304251671
S;BKE022508SES00000003;BKE022508INV00000006;391000;BKE02;21;0;1;37CV080080GAM;BKE02;AM;UN;51478,8259;BKE2;CB2MA2404251677
S;BKE022508SES00000003;BKE022508INV00000006;392000;BKE02;21;0;1;37CV080080GAM;BKE02;AM;UN;51478,8259;BKE2;CB2MA2504251733
S;BKE022508SES00000003;BKE022508INV00000006;393000;BKE02;17;0;1;37CV080080GAM;BKE02;AM;UN;51478,8259;BKE2;CB2MA2604251782
S;BKE022508SES00000003;BKE022508INV00000006;394000;BKE02;10;0;1;37CV080080GAM;BKE02;AM;UN;51478,8259;BKE2;CB2MA3004252042
S;BKE022508SES00000003;BKE022508INV00000006;395000;BKE02;10;0;1;37CV080080GAM;BKE02;AM;UN;51478,8259;BKE2;CB2MA0305250148
S;BKE022508SES00000003;BKE022508INV00000006;396000;BKE02;10;0;1;37CV080080GAM;BKE02;AM;UN;51478,8259;BKE2;CB2MA0505250214
S;BKE022508SES00000003;BKE022508INV00000006;397000;BKE02;10;0;1;37CV080080GAM;BKE02;AM;UN;51478,8259;BKE2;CB2MA0605250236
S;BKE022508SES00000003;BKE022508INV00000006;398000;BKE02;10;0;1;37CV080080GAM;BKE02;AM;UN;51478,8259;BKE2;CB2MA1005250466
S;BKE022508SES00000003;BKE022508INV00000006;399000;BKE02;1;0;1;37CV080080GAM;BKE02;AM;UN;51478,8259;BKE2;CB2MA1205250558
S;BKE022508SES00000003;BKE022508INV00000006;400000;BKE02;0;0;1;37CV080100GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;401000;BKE02;0;0;1;37CV100060GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;402000;BKE02;7;0;1;37CV100080GAM;BKE02;AM;UN;51765;BKE2;LOT311223
S;BKE022508SES00000003;BKE022508INV00000006;403000;BKE02;0;0;1;37CV100090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;404000;BKE02;2;0;1;37CV100100GAM;BKE02;AM;UN;60999,2906;BKE2;CB2MA3005251905
S;BKE022508SES00000003;BKE022508INV00000006;405000;BKE02;2;0;1;37CV100100GAM;BKE02;AM;UN;60999,2906;BKE2;LOT110625
S;BKE022508SES00000003;BKE022508INV00000006;406000;BKE02;0;0;1;37CV120080GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;407000;BKE02;3;0;1;37CV120120GAM;BKE02;AM;UN;88412,2391;BKE2;CPKMC2009241459
S;BKE022508SES00000003;BKE022508INV00000006;408000;BKE02;74;0;1;37CV150100GAM;BKE02;AM;UN;105690;BKE2;LOT311223
S;BKE022508SES00000003;BKE022508INV00000006;409000;BKE02;0;0;1;37CV150150GAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;410000;BKE02;0;0;1;37CV200150150UGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;411000;BKE02;0;0;1;37CV200150UGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;412000;BKE02;0;0;1;37CV200200100LGAM;;A;UN;0;BKE2;
S;BKE022508SES00000003;BKE022508INV00000006;413000;BKE02;0;0;1;37CV350200100GAM;;A;UN;0;BKE2;
